,timestamp,open,set_type,relevant,queue_full,queue_empty,queue_end_pos,lanes,labelled
station_id_41_20200402T102323.jpg,2020-04-02 10:23:23,True,Test,True,True,False,,2.0,True
station_id_41_20200402T103326.jpg,2020-04-02 10:33:26,True,Train,True,True,False,,2.0,True
station_id_41_20200402T104329.jpg,2020-04-02 10:43:29,True,Valid,True,True,False,,2.0,True
station_id_41_20200402T105332.jpg,2020-04-02 10:53:32,True,Train,True,True,False,,2.0,True
station_id_41_20200402T110335.jpg,2020-04-02 11:03:35,True,Train,True,True,False,,2.0,True
station_id_41_20200402T111338.jpg,2020-04-02 11:13:38,True,Test,True,True,False,,2.0,True
station_id_41_20200402T112341.jpg,2020-04-02 11:23:41,True,Train,True,True,False,,2.0,True
station_id_41_20200402T113343.jpg,2020-04-02 11:33:43,True,Test,True,True,False,,2.0,True
station_id_41_20200402T114346.jpg,2020-04-02 11:43:46,True,Train,True,True,False,,2.0,True
station_id_41_20200402T115349.jpg,2020-04-02 11:53:49,True,Train,True,True,False,,2.0,True
station_id_41_20200402T120352.jpg,2020-04-02 12:03:52,True,Train,True,True,False,,2.0,True
station_id_41_20200402T121355.jpg,2020-04-02 12:13:55,True,Test,True,False,False,1101.0,2.0,True
station_id_41_20200402T122357.jpg,2020-04-02 12:23:57,True,Train,True,False,False,1101.0,2.0,True
station_id_41_20200402T123400.jpg,2020-04-02 12:34:00,True,Train,True,True,False,,2.0,True
station_id_41_20200402T124403.jpg,2020-04-02 12:44:03,True,Train,True,True,False,,2.0,True
station_id_41_20200402T125406.jpg,2020-04-02 12:54:06,True,Train,True,True,False,,2.0,True
station_id_41_20200402T130409.jpg,2020-04-02 13:04:09,True,Test,True,True,False,,2.0,True
station_id_41_20200402T131412.jpg,2020-04-02 13:14:12,True,Train,True,True,False,,2.0,True
station_id_41_20200402T132414.jpg,2020-04-02 13:24:14,True,Train,True,True,False,,2.0,True
station_id_41_20200402T133417.jpg,2020-04-02 13:34:17,True,Train,True,True,False,,2.0,True
station_id_41_20200402T134420.jpg,2020-04-02 13:44:20,True,Train,True,True,False,,2.0,True
station_id_41_20200402T135423.jpg,2020-04-02 13:54:23,True,Train,True,True,False,,2.0,True
station_id_41_20200402T140426.jpg,2020-04-02 14:04:26,True,Test,True,True,False,,2.0,True
station_id_41_20200402T141429.jpg,2020-04-02 14:14:29,True,Train,True,True,False,,2.0,True
station_id_41_20200402T142432.jpg,2020-04-02 14:24:32,True,Test,True,True,False,,2.0,True
station_id_41_20200402T143435.jpg,2020-04-02 14:34:35,True,Train,True,True,False,,2.0,True
station_id_41_20200402T144438.jpg,2020-04-02 14:44:38,True,Train,True,True,False,,2.0,True
station_id_41_20200402T145441.jpg,2020-04-02 14:54:41,True,Test,True,True,False,,2.0,True
station_id_41_20200402T150444.jpg,2020-04-02 15:04:44,True,Train,True,True,False,,2.0,True
station_id_41_20200402T151447.jpg,2020-04-02 15:14:47,True,Test,True,True,False,,2.0,True
station_id_41_20200402T152449.jpg,2020-04-02 15:24:49,True,Train,True,True,False,,2.0,True
station_id_41_20200402T153452.jpg,2020-04-02 15:34:52,True,Train,True,True,False,,2.0,True
station_id_41_20200402T154455.jpg,2020-04-02 15:44:55,True,Test,True,True,False,,2.0,True
station_id_41_20200402T155458.jpg,2020-04-02 15:54:58,True,Train,True,True,False,,2.0,True
station_id_41_20200402T160128.jpg,2020-04-02 16:01:28,True,Train,True,True,False,,2.0,True
station_id_41_20200402T161156.jpg,2020-04-02 16:11:56,True,Valid,True,True,False,,2.0,True
station_id_41_20200402T162159.jpg,2020-04-02 16:21:59,True,Valid,True,True,False,,2.0,True
station_id_41_20200402T163201.jpg,2020-04-02 16:32:01,True,Test,True,True,False,,1.0,True
station_id_41_20200402T164204.jpg,2020-04-02 16:42:04,True,Valid,True,False,False,1066.0,1.0,True
station_id_41_20200402T165207.jpg,2020-04-02 16:52:07,True,Train,True,False,False,741.0,1.0,True
station_id_41_20200402T170210.jpg,2020-04-02 17:02:10,False,Train,True,False,True,,,True
station_id_41_20200402T171213.jpg,2020-04-02 17:12:13,False,Train,True,False,True,,,True
station_id_41_20200402T172216.jpg,2020-04-02 17:22:16,False,Train,True,False,True,,,True
station_id_41_20200402T173219.jpg,2020-04-02 17:32:19,False,Train,True,False,True,,,True
station_id_41_20200402T174221.jpg,2020-04-02 17:42:21,False,Test,True,False,True,,,True
station_id_41_20200402T175224.jpg,2020-04-02 17:52:24,False,Train,True,False,True,,,True
station_id_41_20200402T180227.jpg,2020-04-02 18:02:27,False,Train,True,False,True,,,True
station_id_41_20200402T181230.jpg,2020-04-02 18:12:30,False,Valid,True,False,True,,,True
station_id_41_20200402T182233.jpg,2020-04-02 18:22:33,False,Train,True,False,True,,,True
station_id_41_20200403T085241.jpg,2020-04-03 08:52:41,False,Train,True,False,True,,,True
station_id_41_20200403T090308.jpg,2020-04-03 09:03:08,False,Train,True,False,False,601.0,1.0,True
station_id_41_20200403T091311.jpg,2020-04-03 09:13:11,False,Test,True,False,False,708.0,1.0,True
station_id_41_20200403T092313.jpg,2020-04-03 09:23:13,False,Train,True,False,False,593.0,2.0,True
station_id_41_20200403T093316.jpg,2020-04-03 09:33:16,False,Train,True,False,False,951.0,2.0,True
station_id_41_20200403T094319.jpg,2020-04-03 09:43:19,False,Valid,True,True,False,,2.0,True
station_id_41_20200403T095322.jpg,2020-04-03 09:53:22,False,Train,True,True,False,,2.0,True
station_id_41_20200403T100325.jpg,2020-04-03 10:03:25,True,Valid,True,True,False,,2.0,True
station_id_41_20200403T101328.jpg,2020-04-03 10:13:28,True,Train,True,True,False,,2.0,True
station_id_41_20200403T102331.jpg,2020-04-03 10:23:31,True,Test,True,True,False,,2.0,True
station_id_41_20200403T103334.jpg,2020-04-03 10:33:34,True,Valid,True,True,False,,2.0,True
station_id_41_20200403T104336.jpg,2020-04-03 10:43:36,True,Train,True,True,False,,2.0,True
station_id_41_20200403T105339.jpg,2020-04-03 10:53:39,True,Train,True,True,False,,2.0,True
station_id_41_20200403T110342.jpg,2020-04-03 11:03:42,True,Train,True,True,False,,2.0,True
station_id_41_20200403T111345.jpg,2020-04-03 11:13:45,True,Train,True,True,False,,2.0,True
station_id_41_20200403T112347.jpg,2020-04-03 11:23:47,True,Train,True,True,False,,2.0,True
station_id_41_20200403T113350.jpg,2020-04-03 11:33:50,True,Train,True,True,False,,2.0,True
station_id_41_20200403T114353.jpg,2020-04-03 11:43:53,True,Train,True,True,False,,2.0,True
station_id_41_20200403T115356.jpg,2020-04-03 11:53:56,True,Valid,True,True,False,,2.0,True
station_id_41_20200403T120359.jpg,2020-04-03 12:03:59,True,Train,True,True,False,,2.0,True
station_id_41_20200403T121401.jpg,2020-04-03 12:14:01,True,Train,True,True,False,,2.0,True
station_id_41_20200403T122404.jpg,2020-04-03 12:24:04,True,Train,True,True,False,,2.0,True
station_id_41_20200403T123407.jpg,2020-04-03 12:34:07,True,Test,True,True,False,,2.0,True
station_id_41_20200403T124410.jpg,2020-04-03 12:44:10,True,Train,True,True,False,,2.0,True
station_id_41_20200403T125413.jpg,2020-04-03 12:54:13,True,Train,True,True,False,,2.0,True
station_id_41_20200403T130416.jpg,2020-04-03 13:04:16,True,Train,True,True,False,,2.0,True
station_id_41_20200403T131419.jpg,2020-04-03 13:14:19,True,Valid,True,True,False,,2.0,True
station_id_41_20200403T132422.jpg,2020-04-03 13:24:22,True,Train,True,True,False,,2.0,True
station_id_41_20200403T133424.jpg,2020-04-03 13:34:24,True,Train,True,True,False,,2.0,True
station_id_41_20200403T134427.jpg,2020-04-03 13:44:27,True,Test,True,True,False,,2.0,True
station_id_41_20200403T135430.jpg,2020-04-03 13:54:30,True,Valid,True,True,False,,2.0,True
station_id_41_20200403T140433.jpg,2020-04-03 14:04:33,True,Train,True,True,False,,2.0,True
station_id_41_20200403T141436.jpg,2020-04-03 14:14:36,True,Train,True,True,False,,2.0,True
station_id_41_20200403T142439.jpg,2020-04-03 14:24:39,True,Train,True,True,False,,2.0,True
station_id_41_20200403T143442.jpg,2020-04-03 14:34:42,True,Valid,True,True,False,,2.0,True
station_id_41_20200403T144445.jpg,2020-04-03 14:44:45,True,Train,True,True,False,,2.0,True
station_id_41_20200403T145447.jpg,2020-04-03 14:54:47,True,Train,True,True,False,,2.0,True
station_id_41_20200403T150450.jpg,2020-04-03 15:04:50,True,Train,True,True,False,,2.0,True
station_id_41_20200403T151453.jpg,2020-04-03 15:14:53,True,Train,True,True,False,,2.0,True
station_id_41_20200403T152456.jpg,2020-04-03 15:24:56,True,Train,True,True,False,,2.0,True
station_id_41_20200403T153459.jpg,2020-04-03 15:34:59,True,Train,True,True,False,,2.0,True
station_id_41_20200403T154502.jpg,2020-04-03 15:45:02,True,Train,True,True,False,,2.0,True
station_id_41_20200403T155505.jpg,2020-04-03 15:55:05,True,Test,True,True,False,,2.0,True
station_id_41_20200403T160135.jpg,2020-04-03 16:01:35,True,Train,True,True,False,,2.0,True
station_id_41_20200403T161202.jpg,2020-04-03 16:12:02,True,Train,True,True,False,,2.0,True
station_id_41_20200403T162205.jpg,2020-04-03 16:22:05,True,Train,True,True,False,,2.0,True
station_id_41_20200403T163208.jpg,2020-04-03 16:32:08,True,Valid,True,True,False,,2.0,True
station_id_41_20200403T164210.jpg,2020-04-03 16:42:10,True,Train,True,False,False,1089.0,2.0,True
station_id_41_20200403T165213.jpg,2020-04-03 16:52:13,True,Train,True,False,False,854.0,2.0,True
station_id_41_20200403T170216.jpg,2020-04-03 17:02:16,False,Train,True,False,True,,,True
station_id_41_20200403T171219.jpg,2020-04-03 17:12:19,False,Train,True,False,True,,,True
station_id_41_20200403T172222.jpg,2020-04-03 17:22:22,False,Train,True,False,True,,,True
station_id_41_20200403T173224.jpg,2020-04-03 17:32:24,False,Train,True,False,True,,,True
station_id_41_20200403T174227.jpg,2020-04-03 17:42:27,False,Valid,True,False,True,,,True
station_id_41_20200403T175230.jpg,2020-04-03 17:52:30,False,Train,True,False,True,,,True
station_id_41_20200403T180233.jpg,2020-04-03 18:02:33,False,Train,True,False,True,,,True
station_id_41_20200403T181236.jpg,2020-04-03 18:12:36,False,Valid,True,False,True,,,True
station_id_41_20200403T182239.jpg,2020-04-03 18:22:39,False,Train,False,,,,,True
station_id_41_20200403T183242.jpg,2020-04-03 18:32:42,False,Train,False,,,,,True
station_id_41_20200403T184245.jpg,2020-04-03 18:42:45,False,Train,False,,,,,True
station_id_41_20200403T185248.jpg,2020-04-03 18:52:48,False,Test,False,,,,,True
station_id_41_20200406T080141.jpg,2020-04-06 08:01:41,False,Train,True,False,True,,,True
station_id_41_20200406T081209.jpg,2020-04-06 08:12:09,False,Train,True,False,True,,,True
station_id_41_20200406T082212.jpg,2020-04-06 08:22:12,False,Valid,True,False,True,,,True
station_id_41_20200406T083214.jpg,2020-04-06 08:32:14,False,Valid,True,False,True,,,True
station_id_41_20200406T084217.jpg,2020-04-06 08:42:17,False,Test,True,False,True,,,True
station_id_41_20200406T085220.jpg,2020-04-06 08:52:20,False,Test,True,False,True,,,True
station_id_41_20200406T090223.jpg,2020-04-06 09:02:23,False,Train,True,False,True,,,True
station_id_41_20200406T091226.jpg,2020-04-06 09:12:26,False,Train,True,False,False,801.0,2.0,True
station_id_41_20200406T092229.jpg,2020-04-06 09:22:29,False,Train,True,False,False,936.0,2.0,True
station_id_41_20200406T093231.jpg,2020-04-06 09:32:31,False,Test,True,True,False,,2.0,True
station_id_41_20200406T094234.jpg,2020-04-06 09:42:34,False,Test,True,True,False,,2.0,True
station_id_41_20200406T095237.jpg,2020-04-06 09:52:37,False,Train,True,True,False,,2.0,True
station_id_41_20200406T100240.jpg,2020-04-06 10:02:40,True,Test,True,True,False,,2.0,True
station_id_41_20200406T101243.jpg,2020-04-06 10:12:43,True,Train,True,True,False,,2.0,True
station_id_41_20200406T102246.jpg,2020-04-06 10:22:46,True,Train,True,True,False,,2.0,True
station_id_41_20200406T103249.jpg,2020-04-06 10:32:49,True,Train,True,True,False,,2.0,True
station_id_41_20200406T104252.jpg,2020-04-06 10:42:52,True,Train,True,True,False,,2.0,True
station_id_41_20200406T105254.jpg,2020-04-06 10:52:54,True,Train,True,True,False,,2.0,True
station_id_41_20200406T110257.jpg,2020-04-06 11:02:57,True,Test,True,True,False,,2.0,True
station_id_41_20200406T111300.jpg,2020-04-06 11:13:00,True,Test,True,True,False,,2.0,True
station_id_41_20200406T112303.jpg,2020-04-06 11:23:03,True,Train,True,True,False,,2.0,True
station_id_41_20200406T113306.jpg,2020-04-06 11:33:06,True,Test,True,True,False,,2.0,True
station_id_41_20200406T114308.jpg,2020-04-06 11:43:08,True,Train,True,True,False,,2.0,True
station_id_41_20200406T115311.jpg,2020-04-06 11:53:11,True,Train,True,True,False,,2.0,True
station_id_41_20200406T120314.jpg,2020-04-06 12:03:14,True,Train,True,True,False,,2.0,True
station_id_41_20200406T121317.jpg,2020-04-06 12:13:17,True,Train,True,True,False,,2.0,True
station_id_41_20200406T122320.jpg,2020-04-06 12:23:20,True,Train,True,True,False,,2.0,True
station_id_41_20200406T123323.jpg,2020-04-06 12:33:23,True,Test,True,True,False,,2.0,True
station_id_41_20200406T124326.jpg,2020-04-06 12:43:26,True,Valid,True,True,False,,2.0,True
station_id_41_20200406T125328.jpg,2020-04-06 12:53:28,True,Train,True,True,False,,2.0,True
station_id_41_20200406T130331.jpg,2020-04-06 13:03:31,True,Train,True,True,False,,2.0,True
station_id_41_20200406T131334.jpg,2020-04-06 13:13:34,True,Train,True,True,False,,2.0,True
station_id_41_20200406T132337.jpg,2020-04-06 13:23:37,True,Train,True,True,False,,2.0,True
station_id_41_20200406T133339.jpg,2020-04-06 13:33:39,True,Valid,True,True,False,,2.0,True
station_id_41_20200406T134342.jpg,2020-04-06 13:43:42,True,Train,True,True,False,,2.0,True
station_id_41_20200406T135345.jpg,2020-04-06 13:53:45,True,Test,True,True,False,,2.0,True
station_id_41_20200406T140348.jpg,2020-04-06 14:03:48,True,Train,True,True,False,,2.0,True
station_id_41_20200406T141351.jpg,2020-04-06 14:13:51,True,Test,True,True,False,,2.0,True
station_id_41_20200406T142354.jpg,2020-04-06 14:23:54,True,Valid,True,True,False,,2.0,True
station_id_41_20200406T143356.jpg,2020-04-06 14:33:56,True,Test,True,True,False,,2.0,True
station_id_41_20200406T144359.jpg,2020-04-06 14:43:59,True,Train,True,True,False,,2.0,True
station_id_41_20200406T145402.jpg,2020-04-06 14:54:02,True,Train,True,True,False,,2.0,True
station_id_41_20200406T150405.jpg,2020-04-06 15:04:05,True,Valid,True,True,False,,2.0,True
station_id_41_20200406T151408.jpg,2020-04-06 15:14:08,True,Train,True,True,False,,2.0,True
station_id_41_20200406T152411.jpg,2020-04-06 15:24:11,True,Train,True,True,False,,2.0,True
station_id_41_20200406T153414.jpg,2020-04-06 15:34:14,True,Train,True,True,False,,2.0,True
station_id_41_20200406T154417.jpg,2020-04-06 15:44:17,True,Train,True,True,False,,2.0,True
station_id_41_20200406T155420.jpg,2020-04-06 15:54:20,True,Train,True,True,False,,2.0,True
station_id_41_20200406T160151.jpg,2020-04-06 16:01:51,True,Train,True,True,False,,2.0,True
station_id_41_20200406T161218.jpg,2020-04-06 16:12:18,True,Valid,True,True,False,,2.0,True
station_id_41_20200406T162221.jpg,2020-04-06 16:22:21,True,Train,True,True,False,,2.0,True
station_id_41_20200406T163224.jpg,2020-04-06 16:32:24,True,Test,True,True,False,,2.0,True
station_id_41_20200406T164227.jpg,2020-04-06 16:42:27,True,Train,True,True,False,,,True
station_id_41_20200406T165229.jpg,2020-04-06 16:52:29,True,Train,True,True,False,,1.0,True
station_id_41_20200406T170232.jpg,2020-04-06 17:02:32,False,Valid,True,True,False,,1.0,True
station_id_41_20200406T171235.jpg,2020-04-06 17:12:35,False,Train,True,True,False,,1.0,True
station_id_41_20200406T172238.jpg,2020-04-06 17:22:38,False,Train,True,False,False,898.0,1.0,True
station_id_41_20200406T173241.jpg,2020-04-06 17:32:41,False,Train,True,False,True,,,True
station_id_41_20200406T174244.jpg,2020-04-06 17:42:44,False,Train,True,False,True,,,True
station_id_41_20200406T175246.jpg,2020-04-06 17:52:46,False,Test,True,False,True,,,True
station_id_41_20200406T180249.jpg,2020-04-06 18:02:49,False,Train,True,False,True,,,True
station_id_41_20200406T181252.jpg,2020-04-06 18:12:52,False,Test,True,False,True,,,True
station_id_41_20200406T182255.jpg,2020-04-06 18:22:55,False,Train,True,False,True,,,True
station_id_41_20200406T183258.jpg,2020-04-06 18:32:58,False,Test,False,,,,,True
station_id_41_20200406T184301.jpg,2020-04-06 18:43:01,False,Train,False,,,,,True
station_id_41_20200406T185304.jpg,2020-04-06 18:53:04,False,Valid,False,,,,,True
station_id_41_20200406T190306.jpg,2020-04-06 19:03:06,False,Train,False,,,,,True
station_id_41_20200406T191309.jpg,2020-04-06 19:13:09,False,Train,False,,,,,True
station_id_41_20200406T192312.jpg,2020-04-06 19:23:12,False,Train,False,,,,,True
station_id_41_20200406T193315.jpg,2020-04-06 19:33:15,False,Train,False,,,,,True
station_id_41_20200406T194318.jpg,2020-04-06 19:43:18,False,Valid,True,False,True,,,True
station_id_41_20200406T195320.jpg,2020-04-06 19:53:20,False,Test,True,False,True,,,True
station_id_41_20200406T200323.jpg,2020-04-06 20:03:23,False,Valid,False,,,,,True
station_id_41_20200406T201326.jpg,2020-04-06 20:13:26,False,Train,False,,,,,True
station_id_41_20200406T202329.jpg,2020-04-06 20:23:29,False,Test,False,,,,,True
station_id_41_20200406T203332.jpg,2020-04-06 20:33:32,False,Train,False,,,,,True
station_id_41_20200406T204335.jpg,2020-04-06 20:43:35,False,Train,False,,,,,True
station_id_41_20200406T205341.jpg,2020-04-06 20:53:41,False,Train,False,,,,,True
station_id_41_20200406T210348.jpg,2020-04-06 21:03:48,False,Train,False,,,,,True
station_id_41_20200406T211355.jpg,2020-04-06 21:13:55,False,Train,False,,,,,True
station_id_41_20200406T212402.jpg,2020-04-06 21:24:02,False,Train,False,,,,,True
station_id_41_20200406T213409.jpg,2020-04-06 21:34:09,False,Train,False,,,,,True
station_id_41_20200406T214416.jpg,2020-04-06 21:44:16,False,Train,False,,,,,True
station_id_41_20200406T215423.jpg,2020-04-06 21:54:23,False,Train,False,,,,,True
station_id_41_20200406T220430.jpg,2020-04-06 22:04:30,False,Test,False,,,,,True
station_id_41_20200406T221437.jpg,2020-04-06 22:14:37,False,Train,False,,,,,True
station_id_41_20200406T222444.jpg,2020-04-06 22:24:44,False,Train,False,,,,,True
station_id_41_20200406T223451.jpg,2020-04-06 22:34:51,False,Train,False,,,,,True
station_id_41_20200407T083911.jpg,2020-04-07 08:39:11,False,Train,True,False,True,,,True
station_id_41_20200407T084938.jpg,2020-04-07 08:49:38,False,Valid,True,False,True,,,True
station_id_41_20200407T085941.jpg,2020-04-07 08:59:41,False,Test,True,False,False,907.0,1.0,True
station_id_41_20200407T090943.jpg,2020-04-07 09:09:43,False,Test,True,False,False,1034.0,2.0,True
station_id_41_20200407T091946.jpg,2020-04-07 09:19:46,False,Train,True,True,False,,2.0,True
station_id_41_20200407T092949.jpg,2020-04-07 09:29:49,False,Train,True,True,False,,2.0,True
station_id_41_20200407T093952.jpg,2020-04-07 09:39:52,False,Train,True,True,False,,2.0,True
station_id_41_20200407T094955.jpg,2020-04-07 09:49:55,False,Test,True,True,False,,2.0,True
station_id_41_20200407T095958.jpg,2020-04-07 09:59:58,False,Train,True,True,False,,2.0,True
station_id_41_20200407T101001.jpg,2020-04-07 10:10:01,True,Valid,True,True,False,,2.0,True
station_id_41_20200407T102003.jpg,2020-04-07 10:20:03,True,Train,True,True,False,,2.0,True
station_id_41_20200407T103006.jpg,2020-04-07 10:30:06,True,Valid,True,True,False,,2.0,True
station_id_41_20200407T104009.jpg,2020-04-07 10:40:09,True,Train,True,True,False,,2.0,True
station_id_41_20200407T105012.jpg,2020-04-07 10:50:12,True,Valid,True,True,False,,2.0,True
station_id_41_20200407T110015.jpg,2020-04-07 11:00:15,True,Train,True,True,False,,2.0,True
station_id_41_20200407T111018.jpg,2020-04-07 11:10:18,True,Train,True,True,False,,2.0,True
